Entity,Accepted to Approved,Accepted to Approved,Accepted to Approved,Accepted to Approved,Accepted to Approved,Accepted to Approved,Accepted to Approved,Accepted to Realized,Accepted to Realized,Accepted to Realized,Accepted to Realized,Accepted to Realized,Accepted to Realized,Accepted to Realized,Accepted to Finished,Accepted to Finished,Accepted to Finished,Accepted to Finished,Accepted to Finished,Accepted to Finished,Accepted to Finished,Accepted to  Completed,Accepted to  Completed,Accepted to  Completed,Accepted to  Completed,Accepted to  Completed,Accepted to  Completed,Accepted to  Completed,Country
Belgium (National),89.47%,0.0%,88.89%,0.0%,0.0%,100.0%,0.0%,110.53%,0.0%,105.56%,0.0%,0.0%,100.0%,0.0%,226.32,0.0%,227.78%,0.0%,0.0%,100.0%,0.0%,15.79,0.0%,16.67%,0.0%,0.0%,0.0%,0.0%,Belgium
Campus Brussels,66.67%,0.0%,0.0%,0.0%,66.67%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Belgium
Gent,50.0%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,33.33%,0.0%,0.0%,0.0%,33.33%,0.0%,0.0%,50.0,0.0%,0.0%,0.0%,33.33%,0.0%,0.0%,16.67,0.0%,0.0%,0.0%,16.67%,0.0%,0.0%,Belgium
LEUVEN,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,300.0,0.0%,0.0%,0.0%,200.0%,0.0%,0.0%,100.0,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,Belgium
IHECS,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Belgium
LIMBURG,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Belgium
LOUVAIN LA NEUVE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Belgium
Luxembourg,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Belgium
MC (BELGIUM),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Belgium
"ULB, St. Louis, IHECS, ICHEC",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Belgium
ULB,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Belgium
University of Antwerp (UA),83.33%,0.0%,100.0%,0.0%,80.0%,0.0%,0.0%,16.67%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,66.67,0.0%,400.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Belgium
VUB,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Belgium
Abomey-Calavi,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Benin
Cotonou,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Benin
ENEAM,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Benin
MC Benin,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,50.0,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,Benin
MC Benin 2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Benin
Porto-Novo,42.86%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,14.29,16.67%,0.0%,0.0%,0.0%,0.0%,0.0%,14.29,16.67%,0.0%,0.0%,0.0%,0.0%,0.0%,Benin
UATM Gasa Formation,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Benin
Thimphu,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Bhutan
ALTIPLANO,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Bolivia
COCHABAMBA,100.0%,88.89%,0.0%,0.0%,125.0%,0.0%,0.0%,53.85%,66.67%,0.0%,0.0%,25.0%,0.0%,0.0%,92.31,88.89%,0.0%,0.0%,75.0%,0.0%,0.0%,46.15,66.67%,0.0%,0.0%,0.0%,0.0%,0.0%,Bolivia
Expansiones Bolivia,42.86%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,14.29%,0.0%,0.0%,0.0%,33.33%,0.0%,0.0%,28.57,0.0%,0.0%,0.0%,33.33%,25.0%,0.0%,14.29,0.0%,0.0%,0.0%,33.33%,0.0%,0.0%,Bolivia
LA LLAJTA,75.0%,100.0%,0.0%,0.0%,100.0%,50.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,25.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Bolivia
LA PAZ,66.67%,50.0%,0.0%,0.0%,66.67%,100.0%,0.0%,77.78%,75.0%,0.0%,0.0%,66.67%,100.0%,0.0%,122.22,175.0%,0.0%,0.0%,66.67%,50.0%,0.0%,66.67,150.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Bolivia
TARIJA,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0,0.0%,0.0%,0.0%,66.67%,0.0%,0.0%,33.33,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Bolivia
MC BOLIVIA,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,200.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Bolivia
Santa Cruz,100.0%,0.0%,0.0%,0.0%,0.0%,200.0%,0.0%,300.0%,0.0%,0.0%,0.0%,0.0%,300.0%,0.0%,433.33,0.0%,0.0%,0.0%,100.0%,300.0%,0.0%,133.33,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Bolivia
Sucre,20.0%,0.0%,0.0%,0.0%,20.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,40.0,0.0%,0.0%,0.0%,40.0%,0.0%,0.0%,40.0,0.0%,0.0%,0.0%,40.0%,0.0%,0.0%,Bolivia
Expansion Villa Imperial - Bolivia,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Bolivia
Expansion Gran Chaco - Bolivia,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Bolivia
Expansion Oriente - Bolivia,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Bolivia
Expansion Oruro - Bolivia,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,200.0,0.0%,0.0%,0.0%,200.0%,0.0%,0.0%,100.0,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,Bolivia
BANjA LUKA,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Bosnia and Herzegovina
MOSTAR,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Bosnia and Herzegovina
SARAJEVO,38.46%,41.67%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,15.38,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,7.69,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Bosnia and Herzegovina
Botswana International University of Science and Technology,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Botswana
GIPS,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Botswana
LIMKOKWING,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Botswana
UNIVERSITY OF BOTSWANA,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Botswana
BIUST,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Botswana
BIUST,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Botswana
BIUST,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Botswana
BIUST,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Botswana
BIUST,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Botswana
BIUST,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Botswana
SALVADOR,64.71%,71.43%,0.0%,0.0%,64.71%,0.0%,50.0%,23.53%,28.57%,0.0%,0.0%,23.53%,0.0%,0.0%,79.41,78.57%,0.0%,0.0%,47.06%,700.0%,50.0%,32.35,42.86%,0.0%,0.0%,23.53%,0.0%,50.0%,Brazil
CHAPECO,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Brazil
FORTALEZA,62.22%,61.11%,54.55%,0.0%,69.23%,100.0%,0.0%,37.78%,61.11%,45.45%,0.0%,7.69%,0.0%,0.0%,91.11,100.0%,9.09%,0.0%,38.46%,750.0%,100.0%,22.22,38.89%,0.0%,0.0%,23.08%,0.0%,0.0%,Brazil
SOROCABA,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,300.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Brazil
RECIFE,50.0%,25.0%,100.0%,0.0%,0.0%,0.0%,100.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,125.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Brazil
PORTO ALEGRE,83.33%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,133.33%,0.0%,400.0%,0.0%,0.0%,80.0%,0.0%,366.67,0.0%,500.0%,0.0%,0.0%,320.0%,0.0%,50.0,0.0%,100.0%,0.0%,0.0%,40.0%,0.0%,Brazil
FLORIANÓPOLIS,57.14%,57.14%,0.0%,0.0%,50.0%,80.0%,0.0%,14.29%,9.52%,0.0%,0.0%,12.5%,40.0%,0.0%,51.43,23.81%,0.0%,100.0%,37.5%,180.0%,0.0%,11.43,4.76%,0.0%,0.0%,37.5%,0.0%,0.0%,Brazil
BRASÍLIA,66.67%,0.0%,0.0%,0.0%,62.96%,100.0%,0.0%,12.12%,0.0%,0.0%,0.0%,0.0%,80.0%,0.0%,30.3,0.0%,0.0%,0.0%,11.11%,100.0%,100.0%,6.06,0.0%,0.0%,0.0%,7.41%,0.0%,0.0%,Brazil
SANTOS,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Brazil
ARACAJU,71.43%,80.0%,0.0%,0.0%,41.67%,200.0%,0.0%,25.0%,33.33%,0.0%,0.0%,0.0%,100.0%,0.0%,46.43,66.67%,0.0%,0.0%,0.0%,200.0%,0.0%,35.71,66.67%,0.0%,0.0%,0.0%,0.0%,0.0%,Brazil
PELOTAS,25.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,62.5%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,87.5,62.5%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,Brazil
SANTA MARIA,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,500.0,0.0%,0.0%,0.0%,0.0%,300.0%,0.0%,200.0,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,Brazil
BELO HORIZONTE,63.64%,0.0%,50.0%,0.0%,100.0%,75.0%,0.0%,45.45%,0.0%,25.0%,0.0%,150.0%,25.0%,0.0%,136.36,0.0%,50.0%,0.0%,150.0%,225.0%,100.0%,18.18,0.0%,25.0%,0.0%,0.0%,25.0%,0.0%,Brazil
MC BRASIL,57.89%,0.0%,73.33%,0.0%,0.0%,0.0%,0.0%,42.11%,0.0%,53.33%,0.0%,0.0%,0.0%,0.0%,21.05,0.0%,26.67%,0.0%,0.0%,0.0%,0.0%,5.26,0.0%,6.67%,0.0%,0.0%,0.0%,0.0%,Brazil
MARINGÁ,60.0%,0.0%,0.0%,0.0%,50.0%,66.67%,0.0%,20.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,120.0,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,20.0,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,Brazil
JOAO PESSOA,57.14%,100.0%,0.0%,0.0%,33.33%,0.0%,0.0%,28.57%,33.33%,0.0%,0.0%,0.0%,0.0%,0.0%,128.57,66.67%,0.0%,0.0%,66.67%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Brazil
UBERLÂNDIA,33.33%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Brazil
TERESINA,66.67%,0.0%,0.0%,0.0%,66.67%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.33,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Brazil
RIO DE JANEIRO,54.17%,85.71%,0.0%,0.0%,27.27%,80.0%,0.0%,54.17%,85.71%,0.0%,0.0%,45.45%,40.0%,0.0%,108.33,128.57%,0.0%,0.0%,90.91%,120.0%,100.0%,62.5,100.0%,0.0%,0.0%,72.73%,0.0%,0.0%,Brazil
BELÉM,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Brazil
ITAJUBA,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Brazil
USP,72.22%,100.0%,0.0%,0.0%,77.78%,57.14%,100.0%,66.67%,200.0%,0.0%,0.0%,77.78%,42.86%,0.0%,150.0,300.0%,0.0%,0.0%,100.0%,185.71%,0.0%,33.33,200.0%,0.0%,0.0%,33.33%,14.29%,0.0%,Brazil
CURITIBA,60.61%,50.0%,0.0%,0.0%,65.0%,100.0%,0.0%,12.12%,16.67%,0.0%,0.0%,0.0%,100.0%,0.0%,127.27,25.0%,0.0%,0.0%,15.0%,1700.0%,0.0%,12.12,16.67%,0.0%,0.0%,5.0%,100.0%,0.0%,Brazil
MANAUS,66.67%,0.0%,0.0%,0.0%,100.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Brazil
GETÚLIO VARGAS,64.71%,0.0%,0.0%,0.0%,44.44%,85.71%,100.0%,29.41%,0.0%,0.0%,0.0%,22.22%,28.57%,0.0%,76.47,0.0%,0.0%,0.0%,22.22%,128.57%,100.0%,11.76,0.0%,0.0%,0.0%,0.0%,14.29%,0.0%,Brazil
LIMEIRA,63.16%,75.0%,0.0%,0.0%,72.73%,25.0%,0.0%,15.79%,50.0%,0.0%,0.0%,9.09%,0.0%,0.0%,63.16,50.0%,0.0%,0.0%,27.27%,125.0%,0.0%,10.53,25.0%,0.0%,0.0%,9.09%,0.0%,0.0%,Brazil
SAO CARLOS,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,600.0,0.0%,0.0%,0.0%,0.0%,500.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Brazil
FRANCA,50.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,150.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,300.0,0.0%,100.0%,0.0%,0.0%,200.0%,0.0%,100.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Brazil
VITÓRIA,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,200.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,400.0,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Brazil
ABC,100.0%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,150.0%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,100.0,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Brazil
BLUMENAU,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Brazil
Maceio,66.67%,66.67%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,66.67,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.33,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Brazil
BAURU,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Brazil
MACKENZIE,53.85%,50.0%,0.0%,0.0%,47.62%,150.0%,0.0%,42.31%,50.0%,0.0%,0.0%,28.57%,200.0%,0.0%,80.77,50.0%,0.0%,0.0%,38.1%,600.0%,0.0%,23.08,50.0%,0.0%,0.0%,14.29%,100.0%,0.0%,Brazil
MC Bulgaria,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Bulgaria
Sofia University,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Bulgaria
Sofia UNWE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Bulgaria
AIESEC in Ouagadougou,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.33%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.33,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Burkina Faso
BF expansion,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Burkina Faso
Bobo-Dioulasso,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Burkina Faso
Koudougou,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Burkina Faso
Assomada (Expansion),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Cabo Verde
PRAIA,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Cabo Verde
